ID Cliente,Nome do Cliente,Data da Instalação,Tipo de Instalação,Endereço (Rua),Bairro,Cidade,Estado,CEP,Valor do Serviço (R$),Tipo de Pagamento,Nº Parcelas,Instituição Financeira,Origem do Cliente,Avaliação (1-5),Comentário do Cliente,Sistema (kWp),Nº de Placas,Indicação de Quem?,Vendedor Responsável
CLI1606,Maria Flor Sampaio,2023-09-28,Comercial,"Trevo Theo Gonçalves, 472",Maria Goretti,Gomes,PE,46503-961,74458.7,Boleto,0,,Feira/Evento,5,Iste a temporibus deserunt pariatur quam.,12.0,38,,Ana Clara
CLI1607,Caroline Alves,2023-08-29,Industrial,"Lago Casa Grande, 1715",Europa,Teixeira,RR,35782-246,19440.34,À Vista,0,,Mídias Sociais,2,Voluptatum cupiditate cupiditate laboriosam dicta blanditiis harum.,2.5,6,,Eduardo Costa
CLI1608,Benjamin Siqueira,2023-08-27,Rural,"Viaduto da Cruz, 1825",Conjunto Taquaril,Andrade do Campo,MS,87165-386,11031.16,À Vista,0,,Outro,3,Optio repudiandae nesciunt ducimus sint asperiores.,6.9,21,,Diana Santos
CLI1609,Alice Montenegro,2025-01-06,Comercial,"Lago de Fonseca, 1175",Nossa Senhora Aparecida,Marques do Campo,RS,88120860,75389.86,À Vista,0,,Panfleto,3,Est harum tempora a earum id.,13.5,38,,Carlos Oliveira
CLI1610,Liz Câmara,2023-08-10,Comercial,"Campo Casa Grande, 817",Boa União 1ª Seção,da Rocha do Oeste,RR,28438947,17539.04,Boleto,0,,Parceria,2,,10.8,35,,Fernanda Lima
CLI1611,Daniel Lima,2024-12-13,Residencial,"Rodovia Camargo, 594",Concórdia,Cavalcanti da Mata,PA,26483188,11365.92,Financiamento Bancário,84,Sicoob,Site da Empresa,5,,7.6,21,,Carlos Oliveira
CLI1612,Thales da Mata,2024-08-31,Rural,"Favela Maria Sophia Pimenta, 115",Mineirão,Andrade,PA,49285108,57155.47,Boleto,0,,Outro,2,Pariatur recusandae deleniti nisi voluptate et commodi.,16.1,55,,Carlos Oliveira
CLI1613,Eloah das Neves,2025-05-03,Industrial,"Conjunto Santos, 828",Palmares,Ramos de Castro,RS,41156-566,19640.42,Financiamento Bancário,72,Outro,Feira/Evento,4,Ut quisquam neque facere.,6.3,20,,Bruno Silva
CLI1614,Calebe Aragão,2025-02-24,Residencial,"Fazenda Aparecida, 605",Pindura Saia,Caldeira dos Dourados,SC,16965079,75183.07,Boleto,0,,Mídias Sociais,1,Praesentium odio excepturi illo consequatur.,3.0,8,,Bruno Silva
CLI1615,Bernardo Marques,2025-01-15,Rural,"Rua Sophia da Cruz, 640",Barão Homem De Melo 1ª Seção,Azevedo,TO,27138274,73419.52,Cartão de Crédito,9,Elo,Google,3,Eligendi sapiente accusamus magnam quam.,10.8,28,,Fernanda Lima
CLI1616,Sr. Vicente Brito,2023-08-27,Residencial,"Chácara Rhavi Teixeira, 794",Nossa Senhora Da Aparecida,Melo do Oeste,SC,85980993,41049.4,Financiamento Bancário,72,Caixa Econômica Federal,Parceria,3,Dignissimos accusamus pariatur.,18.4,57,,Ana Clara
CLI1617,José Macedo,2024-09-14,Rural,"Vila da Luz, 1498",Álvaro Camargos,Macedo da Prata,PI,38514133,67020.48,Cartão de Crédito,3,Mastercard,Site da Empresa,2,Distinctio voluptas ab amet est atque.,19.3,61,,Eduardo Costa
CLI1618,Lavínia Cunha,2025-02-07,Residencial,"Vale Costela, 1158",Vila Nova,Correia de Nascimento,PA,08685-217,11386.09,À Vista,0,,Outro,4,Dolore aliquid voluptate porro hic voluptate iste nobis.,10.6,27,,Carlos Oliveira
CLI1619,Rafael Nogueira,2023-11-04,Comercial,"Jardim Aragão, 710",Primeiro De Maio,Pimenta,SC,10850-598,72784.41,Cartão de Crédito,6,Mastercard,Feira/Evento,1,,19.1,61,,Carlos Oliveira
CLI1620,Benjamim da Costa,2024-11-19,Residencial,"Praia de Caldeira, 359",Marieta 1ª Seção,Cavalcante,MT,52042555,32707.15,Financiamento Bancário,24,Sicoob,Panfleto,3,Ut corporis incidunt ad asperiores veritatis error.,12.7,41,,Bruno Silva
CLI1621,João Miguel Rios,2024-05-19,Industrial,"Travessa Benício Viana, 1324",Nazare,Azevedo,AP,75715-400,59698.62,Cartão de Crédito,3,Mastercard,Parceria,2,,6.8,17,,Fernanda Lima
CLI1622,Davi Novaes,2023-07-28,Comercial,"Loteamento Maria Flor Jesus, 1516",Palmares,Marques de Pinto,PE,45305-394,22873.96,Financiamento Bancário,24,Santander,Outro,3,Voluptatem odio ratione doloribus eaque.,7.5,23,,Fernanda Lima
CLI1623,Vitor Gabriel Cardoso,2024-06-29,Residencial,"Largo Montenegro, 1803",Cidade Nova,Fonseca,AP,56492082,41936.76,À Vista,0,,Parceria,4,Totam libero labore nam.,7.7,25,,Ana Clara
CLI1624,Manuella Almeida,2024-11-14,Residencial,"Feira Isabella Moreira, 1159",Gameleira,Rios,AL,02436-084,6001.93,Financiamento Bancário,84,Santander,Mídias Sociais,1,Quod officia dolores dolore tempora nisi.,19.9,67,,Fernanda Lima
CLI1625,Marina da Luz,2025-01-01,Comercial,"Passarela Jesus, 1319",Custodinha,Guerra,SC,37402-687,68867.2,À Vista,0,,Outro,2,Labore temporibus est veniam.,19.6,53,,Ana Clara
CLI1626,Dra. Melina Melo,2024-08-23,Industrial,"Rua de Melo, 674",União,Pimenta,RS,96523-252,17866.31,Cartão de Crédito,9,Mastercard,Indicação,1,,6.6,21,Carolina Albuquerque,Bruno Silva
CLI1627,Mariah Costela,2024-10-28,Residencial,"Conjunto de Fonseca, 510",Conjunto Serra Verde,Borges de Almeida,PB,50607037,16283.39,À Vista,0,,Google,3,Repellat nisi provident numquam animi blanditiis.,4.5,15,,Bruno Silva
CLI1628,Vinícius Moreira,2023-08-27,Comercial,"Vila Sousa, 970",Vista Alegre,Barros Verde,AL,94508869,72632.28,Cartão de Crédito,3,Elo,Parceria,2,Eos nemo delectus tempore quis aliquid laboriosam.,9.1,29,,Diana Santos
CLI1629,Srta. Isadora Cunha,2024-12-09,Comercial,"Fazenda de Albuquerque, 1176",Pilar,Vargas,SP,35153745,59469.97,Financiamento Bancário,48,Outro,Mídias Sociais,5,,6.6,23,,Diana Santos
CLI1630,Otto Martins,2025-01-24,Industrial,"Estrada de da Luz, 1683",Coração De Jesus,Gomes,BA,59812468,40803.74,Cartão de Crédito,9,Elo,Parceria,5,Nihil atque quaerat similique.,12.3,40,,Diana Santos
CLI1631,Fernando Siqueira,2024-06-12,Industrial,"Recanto de Sampaio, 1995",Conjunto Celso Machado,Casa Grande de Rios,PA,57534116,26072.01,À Vista,0,,Google,5,Quibusdam sapiente hic non.,19.3,53,,Diana Santos
CLI1632,Dr. Davi Lucca Vieira,2024-08-04,Rural,"Recanto de Ferreira, 762",Boa Viagem,Moreira de Goiás,PA,60151194,49434.15,Boleto,0,,Google,5,,11.6,34,,Diana Santos
CLI1633,Enzo Gabriel Montenegro,2025-05-11,Residencial,"Setor de Camargo, 1792",Granja Werneck,Camargo,AC,02045-386,58225.38,Financiamento Bancário,24,Sicoob,Parceria,2,Perferendis ex beatae quos necessitatibus.,9.4,25,,Bruno Silva
CLI1634,Maria Julia Pereira,2025-04-09,Industrial,"Avenida Alana da Paz, 238",Itapoa,Rios,AM,15655366,21234.63,À Vista,0,,Outro,4,Minima cumque magni porro iusto.,11.1,33,,Diana Santos
CLI1635,Ágatha Pereira,2023-07-11,Rural,"Pátio Nascimento, 1660",Apolonia,Castro do Norte,MT,69989471,43488.03,À Vista,0,,Indicação,1,Ipsam delectus minima.,15.0,48,Lívia Cunha,Ana Clara
CLI1636,Isadora da Luz,2024-10-04,Residencial,"Colônia Ferreira, 1118",Confisco,Ramos,MA,52374402,76294.05,Financiamento Bancário,36,Bradesco,Feira/Evento,4,Temporibus vero nulla blanditiis.,12.5,38,,Ana Clara
CLI1637,Benjamin Fernandes,2023-08-03,Comercial,"Parque da Luz, 1428",Nossa Senhora Da Conceição,da Cunha do Sul,DF,80487-284,9714.0,Cartão de Crédito,12,Visa,Indicação,3,Culpa inventore beatae incidunt modi velit nisi.,16.6,44,Luiz Fernando Pinto,Bruno Silva
CLI1638,João Vitor Mendonça,2023-09-16,Rural,"Colônia de Cardoso, 703",Coração Eucarístico,Fonseca de Leão,ES,23486-057,18206.31,Boleto,0,,Parceria,5,Deserunt suscipit mollitia veniam dolorem amet.,6.3,16,,Carlos Oliveira
CLI1639,Srta. Hadassa Pinto,2023-08-23,Comercial,"Vale da Mata, 1871",Suzana,Leão,DF,71157702,58692.33,À Vista,0,,Site da Empresa,4,Dicta earum vel provident voluptatum similique molestiae.,7.6,23,,Eduardo Costa
CLI1640,Giovanna Casa Grande,2025-04-18,Comercial,"Feira Jade Montenegro, 602",Marieta 3ª Seção,Almeida,MG,09010-854,7838.76,À Vista,0,,Mídias Sociais,2,,6.7,21,,Carlos Oliveira
CLI1641,Dr. Diogo da Mata,2024-08-30,Residencial,"Viela Mariana Vargas, 562",Vila Ouro Minas,Pinto de Moreira,ES,16572-734,30985.38,Boleto,0,,Google,1,Quisquam quod ducimus et.,13.5,37,,Bruno Silva
CLI1642,Miguel Costela,2025-05-29,Rural,"Largo Gustavo Garcia, 470",Vila Maloca,Azevedo,PI,47406719,38466.83,À Vista,0,,Panfleto,3,,17.3,52,,Carlos Oliveira
CLI1643,Mariah Guerra,2023-12-31,Rural,"Praia Freitas, 1156",Braúnas,Guerra,RS,88065860,20517.7,Cartão de Crédito,9,Visa,Panfleto,4,Saepe necessitatibus eius commodi dolore ea magni magni.,3.3,10,,Ana Clara
CLI1644,Luiz Miguel Sales,2024-06-23,Residencial,"Pátio Arthur Gabriel da Conceição, 1598",Madri,Campos,AM,48308891,13103.8,Financiamento Bancário,72,Bradesco,Mídias Sociais,3,Nam ipsam cupiditate facere exercitationem illo eum.,10.2,35,,Bruno Silva
CLI1645,Marcelo Novais,2024-07-03,Comercial,"Setor Ramos, 446",Vila Pinho,Cirino das Flores,AP,12768641,74945.95,Boleto,0,,Feira/Evento,1,Excepturi delectus debitis impedit vitae illo.,18.6,51,,Eduardo Costa
CLI1646,Maria Helena Vieira,2024-07-16,Rural,"Praia Sá, 1484",Esperança,Silveira,PR,17948-743,78148.0,Financiamento Bancário,60,Outro,Mídias Sociais,5,Repellendus nostrum fuga quibusdam.,18.8,59,,Eduardo Costa
CLI1647,Bella Santos,2024-07-26,Comercial,"Chácara Anna Liz Pastor, 1904",Trevo,da Rocha,MG,78205696,44743.34,Boleto,0,,Outro,3,Reprehenderit error veritatis corporis veniam sapiente.,11.0,34,,Fernanda Lima
CLI1648,Davi Miguel Rezende,2024-04-14,Industrial,"Condomínio Emilly Ferreira, 692",Mirante,Ramos de Porto,RJ,33458-190,30116.75,Cartão de Crédito,12,Visa,Feira/Evento,1,,2.9,9,,Fernanda Lima
CLI1649,Sofia Dias,2024-03-28,Rural,"Largo de Barbosa, 879",Alto Vera Cruz,Macedo do Norte,RO,95288102,78171.4,Financiamento Bancário,24,Sicoob,Site da Empresa,5,,8.3,26,,Ana Clara
CLI1650,Cecilia da Paz,2025-02-24,Industrial,"Estrada de Dias, 1887",Vila Da Amizade,da Costa do Amparo,AP,29624-581,22069.61,Boleto,0,,Parceria,5,Voluptas quae expedita odit.,10.9,34,,Carlos Oliveira
CLI1651,Thomas Farias,2024-10-22,Rural,"Residencial de Nogueira, 1446",Santo Agostinho,Pimenta,PI,11959-529,72814.01,Cartão de Crédito,12,Visa,Indicação,1,Aliquam expedita delectus ipsum occaecati quasi tempora.,2.3,6,Ana Júlia Montenegro,Bruno Silva
CLI1652,Dra. Yasmin Castro,2023-12-06,Rural,"Distrito Alves, 114",Laranjeiras,Andrade de Goiás,RN,59424980,73375.5,Cartão de Crédito,6,Elo,Mídias Sociais,4,,4.2,13,,Bruno Silva
CLI1653,Lucca Melo,2023-09-30,Rural,"Estação Marques, 651",Europa,Duarte do Campo,AC,77730-240,70012.13,Boleto,0,,Indicação,4,Quam laboriosam quidem recusandae ipsam.,14.6,38,Rael Machado,Eduardo Costa
CLI1654,Luiza Rezende,2025-04-17,Comercial,"Vereda de Santos, 820",Universitário,Duarte do Norte,RS,38499449,34789.67,Boleto,0,,Site da Empresa,2,Quis error pariatur aut.,19.4,56,,Diana Santos
CLI1655,Manuela da Mata,2024-04-07,Industrial,"Viela Eloá Sousa, 890",Leonina,Lopes Verde,MT,31196-375,57115.28,Cartão de Crédito,3,Visa,Site da Empresa,5,Placeat officiis quod earum recusandae.,5.1,13,,Ana Clara
CLI1656,Rodrigo da Rocha,2024-06-29,Residencial,"Condomínio Agatha Fonseca, 388",Virgínia,das Neves,AL,56115496,27390.67,À Vista,0,,Mídias Sociais,4,,15.4,45,,Eduardo Costa
CLI1657,Henry Gabriel Aragão,2024-12-18,Residencial,"Área Moreira, 1368",Jardim Guanabara,Silveira Verde,RO,18613-174,5410.26,À Vista,0,,Parceria,2,,12.6,37,,Eduardo Costa
CLI1658,Esther Santos,2024-12-12,Industrial,"Praia Maria Julia Santos, 300",Esplanada,Santos,SE,36853720,36515.27,Cartão de Crédito,9,Visa,Site da Empresa,3,,15.2,42,,Fernanda Lima
CLI1659,Dra. Maysa Moreira,2023-12-12,Rural,"Estação Emanuel Teixeira, 1994",Sport Club,Aparecida de Almeida,RO,09026-936,15103.65,Financiamento Bancário,48,Caixa Econômica Federal,Feira/Evento,5,Assumenda aut repellat cumque veniam nulla reprehenderit nulla.,9.8,24,,Eduardo Costa
CLI1660,Cecilia Fernandes,2024-01-22,Comercial,"Campo Isaac Casa Grande, 1277",Taquaril,Rodrigues,MT,09295-016,24720.93,Cartão de Crédito,12,Mastercard,Parceria,1,,2.6,8,,Carlos Oliveira
CLI1661,Isaque Aparecida,2025-02-23,Comercial,"Feira Costela, 363",Jardim Atlântico,Rezende da Mata,MA,45707-673,41708.22,Boleto,0,,Indicação,5,Voluptates minus dignissimos distinctio in.,18.2,50,Sofia Freitas,Eduardo Costa
CLI1662,Emanuella Azevedo,2024-03-29,Industrial,"Vereda José Pedro Nunes, 387",Boa Esperança,da Mota,TO,63267-977,45109.31,Boleto,0,,Parceria,1,,4.7,15,,Bruno Silva
CLI1663,João Pedro Souza,2024-08-12,Rural,"Chácara da Rosa, 743",Cabana Do Pai Tomás,Almeida de Costa,AP,16068-637,61640.19,Financiamento Bancário,84,Bradesco,Outro,2,Minima quasi distinctio minima perferendis facilis.,12.1,39,,Bruno Silva
CLI1664,Clarice Teixeira,2024-07-12,Industrial,"Sítio de Azevedo, 1775",Vila Havaí,Rodrigues dos Dourados,RS,85906-206,14558.27,À Vista,0,,Site da Empresa,4,,10.0,34,,Fernanda Lima
CLI1665,Lucas Gabriel Alves,2024-03-19,Residencial,"Quadra de Santos, 1278",São Lucas,Novaes de Minas,MT,40393893,42246.26,À Vista,0,,Site da Empresa,4,Eius voluptas sequi dicta facere quo perferendis deserunt.,8.1,26,,Ana Clara
CLI1666,João Pedro Machado,2025-01-17,Residencial,"Lagoa Jesus, 1173",São Pedro,Fogaça,PI,85381178,32121.13,À Vista,0,,Mídias Sociais,3,,8.4,26,,Diana Santos
CLI1667,Isabella da Rocha,2025-04-27,Residencial,"Condomínio Isis da Paz, 587",Santa Tereza,Peixoto das Flores,CE,38856-753,11039.13,Cartão de Crédito,3,Elo,Indicação,4,Unde vitae sequi.,2.4,7,João Lucas Almeida,Ana Clara
CLI1668,Laura Melo,2024-03-26,Residencial,"Aeroporto de Mendonça, 620",Guarani,Rocha,MT,82893177,21614.19,À Vista,0,,Panfleto,5,,5.4,17,,Ana Clara
CLI1669,Isaac Rezende,2024-01-18,Rural,"Chácara Ana Luiza Cirino, 908",Nossa Senhora Aparecida,da Rosa,AP,90610191,41280.69,Cartão de Crédito,6,Elo,Panfleto,5,At inventore ea fugit consequatur.,19.0,51,,Eduardo Costa
CLI1670,Vitor Gabriel Freitas,2023-07-05,Industrial,"Estação Olivia Garcia, 923",Vila Engenho Nogueira,Nunes,SE,71937317,44171.53,À Vista,0,,Indicação,4,,17.5,44,Maria Cecília Souza,Bruno Silva
CLI1671,Maria Helena Rocha,2023-08-29,Residencial,"Praia Sousa, 1859",São João,Martins,RJ,39044349,32253.37,Boleto,0,,Parceria,5,Nulla nesciunt id sed harum aliquam.,13.1,40,,Diana Santos
CLI1672,Benjamim Rodrigues,2025-02-06,Rural,"Vale de Fernandes, 1917",Heliopolis,Cassiano,PR,58421-997,60193.3,À Vista,0,,Google,3,Blanditiis magnam dicta animi cumque dolorum.,12.8,44,,Bruno Silva
CLI1673,Luiz Felipe Vasconcelos,2025-01-20,Comercial,"Lago Isis da Mata, 352",Vila Suzana Segunda Seção,Albuquerque,MA,69169-020,79448.76,Boleto,0,,Feira/Evento,2,,13.4,45,,Carlos Oliveira
CLI1674,Bianca Cardoso,2024-12-09,Residencial,"Rua de Costa, 1521",Bonsucesso,Farias,BA,39580512,13064.73,Boleto,0,,Parceria,3,,17.9,56,,Bruno Silva
CLI1675,Maria Luiza Nascimento,2023-08-03,Industrial,"Residencial Danilo Novais, 333",Vila Satélite,Almeida do Sul,CE,38083-173,54889.69,Cartão de Crédito,12,Mastercard,Outro,4,,16.0,43,,Fernanda Lima
CLI1676,Yan Gomes,2023-06-09,Residencial,"Loteamento de da Rocha, 1896",São Luiz,Lima,PR,25194216,18909.0,Financiamento Bancário,60,Caixa Econômica Federal,Feira/Evento,1,Nesciunt at nostrum tempore.,7.8,21,,Carlos Oliveira
CLI1677,Pietra Silva,2024-08-05,Rural,"Sítio Joana Brito, 1531",Vila Paraíso,da Cunha,AC,90154190,78583.72,Cartão de Crédito,12,Elo,Site da Empresa,5,,16.9,43,,Bruno Silva
CLI1678,Liam Carvalho,2023-07-13,Rural,"Recanto de Cassiano, 817",Vila Ouro Minas,da Conceição,ES,14733-592,51016.25,Boleto,0,,Indicação,3,Hic qui veniam ratione.,7.2,20,Luigi Alves,Eduardo Costa
CLI1679,Davi Miguel Sousa,2024-11-15,Comercial,"Viaduto Bárbara Azevedo, 1514",Vitoria Da Conquista,Barbosa dos Dourados,PI,73305902,32175.93,Cartão de Crédito,9,Visa,Parceria,5,Minima deserunt alias quidem rem.,15.0,45,,Carlos Oliveira
CLI1680,Aurora Rezende,2024-02-29,Residencial,"Vila Jesus, 1783",Tupi A,Ramos do Campo,ES,89683-472,7549.81,À Vista,0,,Google,5,Cupiditate alias sed occaecati deleniti sequi.,4.3,13,,Bruno Silva
CLI1681,Gabrielly Novais,2024-01-29,Industrial,"Estação Luiz Otávio Vieira, 101",Buraco Quente,Brito de Moraes,MG,92244-825,35351.64,À Vista,0,,Feira/Evento,4,,12.2,35,,Ana Clara
CLI1682,Luiz Felipe Cassiano,2024-11-08,Residencial,"Alameda Vicente Fogaça, 1710",Cardoso,Castro do Galho,MA,11857406,7715.44,Cartão de Crédito,3,Visa,Site da Empresa,5,,10.5,29,,Carlos Oliveira
CLI1683,Carolina Mendonça,2024-02-27,Rural,"Estação Caleb Farias, 817",Mirante,Fonseca,SC,48186532,19792.81,Boleto,0,,Google,5,At illo nemo temporibus aut adipisci.,19.5,66,,Ana Clara
CLI1684,Esther Barros,2025-05-06,Residencial,"Esplanada de Barbosa, 1445",Bandeirantes,Brito,RO,07866-240,39392.5,Boleto,0,,Indicação,3,Nisi ab quasi earum rerum officiis rerum.,7.5,25,Antony Pinto,Carlos Oliveira
CLI1685,Marcela Camargo,2023-10-05,Residencial,"Fazenda de Cavalcanti, 986",Vila Nova Cachoeirinha 1ª Seção,Lima do Campo,SE,90449-020,77587.09,Boleto,0,,Feira/Evento,3,,3.0,9,,Bruno Silva
CLI1686,Brenda Vasconcelos,2025-03-26,Industrial,"Estrada de Sousa, 627",Vila Primeiro De Maio,Pimenta,BA,64120031,62733.45,Cartão de Crédito,6,Visa,Mídias Sociais,2,Quo eius iusto nulla rerum doloribus distinctio.,16.5,53,,Diana Santos
CLI1687,Joaquim Cunha,2024-11-03,Industrial,"Vila Lopes, 689",Canaa,Alves Paulista,SP,16408490,40799.1,À Vista,0,,Outro,3,,6.7,22,,Ana Clara
CLI1688,Alexia Santos,2024-09-16,Residencial,"Estrada de Fonseca, 1869",Grajaú,Oliveira de Minas,SP,72420-946,78682.69,Cartão de Crédito,12,Elo,Google,2,Temporibus debitis iusto recusandae sed id.,2.3,6,,Eduardo Costa
CLI1689,Aurora Pinto,2025-03-05,Rural,"Trecho de Rezende, 1453",Vila Esplanada,Marques,PI,61698719,49045.11,À Vista,0,,Parceria,5,Iure molestiae minima voluptatem in.,11.1,36,,Ana Clara
CLI1690,Theo Nascimento,2023-10-22,Residencial,"Feira Moreira, 185",Marieta 3ª Seção,Vargas do Norte,RN,01872-927,43399.05,Cartão de Crédito,9,Elo,Site da Empresa,5,,16.4,51,,Ana Clara
CLI1691,Marcela Silveira,2024-03-18,Rural,"Loteamento de Castro, 1227",Vila Tirol,das Neves Verde,GO,50437559,24365.87,Cartão de Crédito,12,Elo,Panfleto,1,,3.1,9,,Diana Santos
CLI1692,Luiz Miguel Silveira,2024-08-08,Industrial,"Trecho de Caldeira, 953",Vila Puc,Cardoso Alegre,CE,33933633,63143.4,Boleto,0,,Mídias Sociais,4,Quibusdam rem a.,17.3,46,,Eduardo Costa
CLI1693,Isaac Carvalho,2023-10-20,Industrial,"Fazenda João Fernandes, 797",Vila Cemig,Pimenta de da Cunha,AP,52994-710,60489.58,Cartão de Crédito,3,Mastercard,Outro,1,Provident quisquam distinctio expedita distinctio.,2.4,8,,Eduardo Costa
CLI1694,Dra. Aurora Oliveira,2023-10-31,Industrial,"Jardim João Lucas Pereira, 1478",Vila Nova Gameleira 3ª Seção,Vargas Verde,SP,87187433,20673.6,À Vista,0,,Indicação,1,Voluptas laudantium accusantium molestias sit sit.,7.7,20,Thales Moreira,Diana Santos
CLI1695,Bryan Siqueira,2024-07-02,Industrial,"Favela Silva, 815",São Bernardo,Fonseca,RO,65911-180,65177.86,À Vista,0,,Panfleto,1,Voluptatem cupiditate cum maxime a accusamus enim ipsam.,12.9,37,,Carlos Oliveira
CLI1696,José Pedro Guerra,2023-06-16,Industrial,"Vale Clara Silva, 1661",Granja De Freitas,da Cunha,MT,04327082,79805.2,Financiamento Bancário,72,Sicoob,Outro,2,Voluptate porro odio.,16.1,48,,Ana Clara
CLI1697,Dr. Isaac Azevedo,2023-09-22,Residencial,"Praça Fernandes, 1592",Vitoria Da Conquista,Vieira de Fogaça,AM,67515103,21520.25,À Vista,0,,Parceria,5,Repudiandae id illum quas velit doloremque error.,12.4,34,,Eduardo Costa
CLI1698,Ravy da Mata,2024-12-29,Residencial,"Ladeira Theo Vargas, 599",Boa União 2ª Seção,Vasconcelos,MA,44647083,39162.79,Cartão de Crédito,9,Mastercard,Site da Empresa,2,,18.6,64,,Bruno Silva
CLI1699,Yago Moura,2025-01-13,Comercial,"Alameda Laís Moreira, 1196",Esperança,Siqueira,PR,63198216,62314.87,À Vista,0,,Feira/Evento,1,Ab autem maxime atque optio cumque animi.,2.8,9,,Bruno Silva
CLI1700,Helena Ferreira,2023-11-18,Residencial,"Núcleo de da Costa, 1485",União,Rios do Sul,AM,75693444,24801.5,À Vista,0,,Site da Empresa,4,Qui illo soluta iusto repellendus quidem recusandae.,5.1,16,,Fernanda Lima
CLI1701,Levi Lopes,2024-07-08,Residencial,"Lago de Gomes, 930",Conjunto Califórnia I,Machado,AP,06059-168,29396.35,Boleto,0,,Parceria,5,Laborum doloribus commodi et.,15.6,45,,Diana Santos
CLI1702,Jade Mendonça,2025-02-08,Industrial,"Vereda de Vasconcelos, 743",Esperança,Rezende da Serra,GO,30954-119,48945.43,Cartão de Crédito,3,Mastercard,Panfleto,5,A voluptas optio quo dolorem.,4.3,11,,Ana Clara
CLI1703,Liam Moura,2023-11-16,Rural,"Pátio Martins, 1162",Céu Azul,Gonçalves da Praia,RR,16690200,60389.33,Cartão de Crédito,12,Elo,Mídias Sociais,2,Nobis a error perferendis tempora facere voluptatum.,15.0,49,,Diana Santos
CLI1704,Raul Vasconcelos,2023-06-05,Comercial,"Lagoa Macedo, 540",Vila Jardim Leblon,Borges,RN,44407866,78237.47,Boleto,0,,Site da Empresa,2,Repudiandae vero dolore aperiam.,12.0,39,,Bruno Silva
CLI1705,Danilo Nunes,2025-03-06,Industrial,"Esplanada de Cardoso, 1178",Centro,Alves,RS,03773-374,74033.03,Cartão de Crédito,3,Mastercard,Panfleto,1,Commodi accusantium alias soluta consequatur laudantium.,8.3,21,,Carlos Oliveira
CLI1706,Bento Vieira,2023-11-28,Industrial,"Feira de Almeida, 1484",Vila Maloca,Campos,RS,64319517,45376.88,Boleto,0,,Panfleto,4,Fugit necessitatibus provident possimus fugiat sapiente.,3.6,10,,Ana Clara
CLI1707,Agatha da Mota,2024-09-11,Comercial,"Feira de Gomes, 1139",Novo Aarão Reis,Vasconcelos de Minas,RO,68897-026,17055.93,Financiamento Bancário,72,Itaú,Parceria,1,,4.5,13,,Eduardo Costa
CLI1708,Maria Sophia da Paz,2024-04-30,Industrial,"Condomínio de Pastor, 1460",Vila Canto Do Sabiá,Rios do Amparo,SC,25725-550,44375.7,Cartão de Crédito,9,Visa,Google,1,Id sed quis consequatur reiciendis reiciendis.,6.7,22,,Bruno Silva
CLI1709,Sr. Fernando Carvalho,2024-03-29,Comercial,"Condomínio de Farias, 1920",Santa Terezinha,Souza,MS,32880-374,47580.24,Cartão de Crédito,6,Elo,Parceria,2,Tempore adipisci quam explicabo.,11.5,35,,Fernanda Lima
CLI1710,Danilo Moreira,2024-02-07,Comercial,"Praça Siqueira, 481",Paraíso,Peixoto Paulista,ES,39892-898,71406.71,À Vista,0,,Panfleto,2,,4.3,14,,Eduardo Costa
CLI1711,Antônio Macedo,2024-04-09,Industrial,"Estação Vicente Pastor, 1369",Concórdia,Cassiano,PE,57008156,28645.84,Financiamento Bancário,36,Outro,Mídias Sociais,2,,13.8,44,,Bruno Silva
CLI1712,Vinícius Lopes,2024-12-16,Residencial,"Lagoa Pastor, 1782",Castelo,Sousa do Norte,AC,23459-901,53988.71,Boleto,0,,Google,2,Occaecati voluptates dolorem quaerat quis voluptas eveniet illum.,19.3,52,,Diana Santos
CLI1713,Sophie Duarte,2023-08-18,Industrial,"Estação Barbosa, 1415",Providencia,Lopes,PB,46377-041,15302.02,Cartão de Crédito,6,Mastercard,Outro,2,Necessitatibus suscipit unde labore iusto.,5.5,14,,Eduardo Costa
CLI1714,Cauê Pacheco,2024-09-25,Rural,"Travessa de Sousa, 174",Vila Aeroporto,Carvalho Paulista,AM,30961-624,7590.32,À Vista,0,,Panfleto,3,,13.1,41,,Diana Santos
CLI1715,Ana Júlia Freitas,2025-01-08,Industrial,"Quadra de Caldeira, 1909",Minaslandia,Albuquerque do Norte,AL,19813008,58178.72,Boleto,0,,Mídias Sociais,2,Aperiam sequi minus ipsa.,14.7,42,,Fernanda Lima
CLI1716,Ana Laura Garcia,2023-09-22,Comercial,"Estação Mariana Novaes, 574",Bacurau,Vasconcelos,AC,48890620,23286.11,Boleto,0,,Indicação,5,Eum accusantium inventore saepe quisquam.,3.8,10,Eloá da Mata,Ana Clara
CLI1717,Mateus Cirino,2024-01-03,Rural,"Fazenda Alícia Fernandes, 1748",Universo,Machado Grande,RN,02504-647,21100.78,Boleto,0,,Site da Empresa,5,,4.8,15,,Eduardo Costa
CLI1718,Maria Isis Pires,2025-04-27,Residencial,"Distrito Leão, 1214",Belvedere,Pinto do Amparo,AC,98266-073,48676.89,Boleto,0,,Indicação,1,Maxime magnam laboriosam in id.,16.1,40,Samuel Oliveira,Bruno Silva
